DateTime,Clark 17,Clark Mt. 3,Clark 14,LV Gen 3_A,Clark 13,Sun Peak 3,Clark 18,"Clark 5, 6, 10_A",LV Gen 2_B,LV Gen 2_A,Goodsprings,"Clark 7, 8, 9_A",Jersey Valley Geothermal,Pinto,"Tracy 8, 9, 10_B",Lone Mountain,"Tracy 8, 9, 10_A",Chuck Lenzi 2_B,"Clark 7, 8, 9_B",Silverhawk 4,Liberty (Cal Peco),North Valley Geothermal,Clark 19,Clark 21,USG San Emidio Geothermal,Valmy 2,Clark Mt. 4,"Clark 5, 6, 10_B",North Valley Eavor Loop,Silverhawk CC_A,Valmy CT 3,McGinness Hills Geothermal,Clark 12,Sun Peak 5,Galena 1,Clark 4,Ormat Western Geothermal,Burdette Geothermal Power Plant,Beowawe Geothermal Power Plant,Harry Allen 3,Sun Peak 4,Galena 3 Geothermal Power Plant,Ft. Churchill 1,Tuscarora Geothermal,Lockwood Renewable Energy Facility,LV Gen 1,Chuck Lenzi 1_A,Clark 11,Clark 22,Valmy CT 4,Valmy 1,Walt Higgings CC_B,Harry Allen 4,Gerlach,Silverhawk 3,Harry Allen CC_A,Clark 20,Chuck Lenzi 2_A,Ft. Churchill 2,Tracy 4&5 CC,Tracy 3,LV Gen 3_B,Desert Peak 2 Geothermal Power,Silverhawk CC_B,Walt Higgings CC_A,North Valley 2,Chuck Lenzi 1_B,Harry Allen CC_B,Clark 16,Apex Landfill Facility,Clark 15,ACE Searchlight Solar,Techren Solar 2,Techren Solar V,Dry Lake East Solar,Southern Purchases (NVP),Switch Station 1 (Playa Solar 1),Boulder Solar I,Dodge Flat Solar,Switch Station 2 (Playa Solar 2),Dry Lake Solar,Battle Mountain Solar,_NVE IRP Expansion_SPPC_PV (Standalone),Spring Valley Wind,Eagle Shadow Mountain Solar Farm,Nellis Solar Array II,Fish Springs Ranch Solar,Idaho Wind,Techren Solar IV,Turquoise Nevada,Techren Solar III,Techren Solar I,Mountain View Solar,Northern Purchases (Sierra),Boulder Solar II,FRV Spectrum Solar,Sierra Solar,RV Apex Solar,Arrow Canyon Solar,Silver State Solar,Ft. Churchill Solar,Libra Solar,Boulder Solar III,Gemini Solar,Copper Mountain Solar 5,Hoover Dam (NV)
2030-01-01T00:00:00.0,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263797,0.0,0.0,0.0,0.0,1462.1501550047292,1457.7604707206735,0.0,0.0,3370.885273676277,0.0,0.0,0.0,0.0,0.0,1721.0229603689165,0.0,0.0,1214.7397426127682,0.0,0.0,0.0,3.8756467028442634e-10,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,1496.6703051256106,1454.820401546409,0.0,0.0,0.0,3461.8625380962903,0.0,0.0,7750.189610039326,1438.626008446216,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,7751.983108660329,1393.7616242871893,120.0,1454.820401546409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T01:00:00.0,0.0,0.0,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534.458097058816,0.0,0.0,1116.997924089586,0.0,0.0,0.0,4.470353282771618e-10,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,1454.820401546409,0.0,0.0,0.0,3461.8625380962903,0.0,0.0,7750.189610039326,1438.626008446216,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,7751.983108660329,1393.7616242871893,120.0,1454.820401546409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T02:00:00.0,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534.774815799975,0.0,0.0,1116.997924089586,0.0,0.0,0.0,4.470353282771618e-10,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,1454.820401546409,0.0,0.0,0.0,3461.8625380962903,0.0,0.0,7750.189610039326,1438.626008446216,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,7751.983108660329,1393.7616242871893,120.0,1454.820401546409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T03:00:00.0,1454.820401546409,3296.377070378228,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263797,0.0,0.0,0.0,0.0,1462.1501550047292,1457.7604707206735,0.0,0.0,3370.885273676277,0.0,0.0,0.0,0.0,0.0,1718.5167167217219,0.0,0.0,1187.8516408515613,0.0,0.0,0.0,3.8633642763965884e-10,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,1496.6703051256106,1454.820401546409,0.0,0.0,0.0,3461.8625380962903,0.0,0.0,7750.189610039326,1438.626008446216,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,7751.983108660329,1393.7616242871893,120.0,1454.820401546409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T04:00:00.0,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263797,0.0,0.0,0.0,0.0,1462.1501550047292,1457.7604707206735,0.0,0.0,3370.885273676277,0.0,0.0,0.0,0.0,0.0,1761.5672144821713,0.0,0.0,1253.20025002899,0.0,0.0,0.0,3.8633642763965884e-10,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,1496.6703051256106,1454.820401546409,0.0,0.0,0.0,3461.8625380962903,0.0,0.0,7750.189610039326,1438.626008446216,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,7751.983108660329,1393.7616242871893,120.0,1454.820401546409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T05:00:00.0,1454.820401546409,3296.377070378228,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263797,0.0,0.0,0.0,0.0,1462.1501550047292,1457.7604707206735,0.0,0.0,3370.885273676277,0.0,0.0,0.0,0.0,0.0,1771.9739560516782,0.0,0.0,1206.9932260820906,0.0,0.0,0.0,3.8633642763965884e-10,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,1496.6703051256106,1454.820401546409,0.0,0.0,0.0,3461.8625380962903,0.0,0.0,7750.189610039326,1438.626008446216,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,7751.983108660329,1393.7616242871893,120.0,1454.820401546409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T06:00:00.0,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263797,0.0,0.0,0.0,0.0,1462.1501550047292,1457.7604707206735,0.0,0.0,3370.885273676277,0.0,0.0,0.0,0.0,0.0,1718.5167167217219,0.0,0.0,1187.8516408515613,0.0,0.0,0.0,3.8633642763965884e-10,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,1496.6703051256106,1454.820401546409,0.0,0.0,0.0,3461.8625380962903,0.0,0.0,7750.189610039326,1438.626008446216,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,7751.983108660329,1393.7616242871893,120.0,1454.820401546409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T07:00:00.0,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,1454.820401546409,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8625.492462263797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1771.9739560516787,0.0,0.0,1253.200250028989,0.0,0.0,0.0,3.8633642763965884e-10,0.0,0.0,0.0,0.0,32.0,0.0,8667.745914813357,0.0,1454.820401546409,0.0,0.0,0.0,3461.8625380962903,0.0,0.0,7750.189610039326,1438.626008446216,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,7751.983108660329,1393.7616242871893,120.0,1454.820401546409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T08:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,6.440449616273519e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.988858342088257e-10,0.0,0.0,0.0,0.0,32.0,0.0,-3.8091344553032565e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7750.189610039326,0.0,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T09:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.988858342088257e-10,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T10:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,9247.028687180447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.988858342088257e-10,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T11:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,1.3803380463730074e-11,0.0,9247.028687180447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,7714.716227005264,0.0,8600.287890477888,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T12:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,9247.028687180447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.988858342088257e-10,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8672.956025626336,0.0,0.0,0.0,0.0,0.0,0.0,9870.798639420047,0.0,8600.287890477888,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T13:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,9247.028687180447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.673917230323817e-10,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8672.956025626336,0.0,0.0,0.0,-1.5086069385765313e-8,0.0,0.0,9870.798639420047,0.0,8600.287890477888,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T14:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,6.962103490121706e-12,0.0,9247.028687180447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2347176820335252e-10,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0269610630006193e-10,0.0,0.0,0.0,0.0,0.0,8672.956025626336,0.0,0.0,0.0,-1.5086069385765313e-8,0.0,0.0,9870.798639420047,0.0,8600.287890477888,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T15:00:00.0,0.0,0.0,0.0,2079.3616812222776,0.0,0.0,0.0,0.0,0.0,2049.821623595567,75.0,0.0,0.0,0.0,0.0,0.0,6966.149121573766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.988858342088257e-10,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,7190.598183655027,0.0,0.0,0.0,0.0,0.0,8672.956025626336,0.0,0.0,0.0,2059.9755771091613,0.0,6131.430013704608,9870.798639420047,0.0,8600.287890477888,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T16:00:00.0,0.0,0.0,0.0,2079.3616812222776,0.0,0.0,0.0,0.0,0.0,2049.821623595567,75.0,0.0,0.0,0.0,0.0,0.0,7116.20919373245,7275.696828807873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6431.0530675965565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.988858342088257e-10,0.0,0.0,0.0,0.0,32.0,0.0,7591.59259097229,0.0,0.0,0.0,0.0,7174.612822980356,0.0,0.0,0.0,0.0,0.0,8672.956025626336,0.0,0.0,0.0,2059.9755771091613,0.0,6476.9479704993855,7391.2469907401855,0.0,7222.673087128825,7751.983108660329,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T17:00:00.0,0.0,0.0,0.0,2079.3616812222776,0.0,0.0,0.0,0.0,0.0,2049.821623595567,75.0,0.0,0.0,0.0,0.0,0.0,6580.031341021571,7999.6778603695475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6455.476228181502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.988858342088257e-10,0.0,0.0,0.0,0.0,32.0,0.0,7514.191816849204,0.0,0.0,0.0,0.0,7130.752517624541,0.0,0.0,0.0,7750.189610039326,0.0,8672.956025626336,0.0,0.0,0.0,2059.9755771091613,0.0,6131.430013704607,6737.336737818992,0.0,7787.931100293967,7751.983108660329,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030-01-01T18:00:00.0,0.0,0.0,0.0,2079.3616812222776,0.0,0.0,0.0,0.0,0.0,2049.821623595567,75.0,0.0,0.0,0.0,0.0,0.0,6994.724335165912,7682.550012847225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6541.207511911904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.988858342088257e-10,0.0,0.0,0.0,0.0,32.0,0.0,7411.229939110286,0.0,0.0,0.0,0.0,6773.817806890305,0.0,0.0,0.0,7750.189610039326,0.0,8672.956025626336,0.0,0.0,0.0,2059.9755771091613,0.0,6131.430013704607,6252.851254240899,0.0,7625.835166018544,7751.983108660329,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
